Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2023-02-21T20:00,1.214,2.570,3.971,5.013,99.37,28.400
2023-02-21T20:30,1.083,1.800,3.879,4.946,101.37,28.400
2023-02-21T21:00,0.959,1.610,3.672,6.533,98.37,28.400
2023-02-21T21:30,0.963,1.780,3.595,6.144,123.37,28.400
2023-02-21T22:00,0.925,1.800,3.724,4.923,92.37,28.400
2023-02-21T22:30,0.834,1.390,3.600,6.338,88.37,28.400
2023-02-21T23:00,0.853,1.590,3.615,6.146,120.37,28.400
2023-02-21T23:30,0.808,1.360,3.584,6.272,105.37,28.400
2023-02-22T00:00,0.758,1.260,3.587,3.111,84.37,28.300
2023-02-22T00:30,0.710,1.190,3.541,5.203,82.37,28.250
2023-02-22T01:00,0.758,1.250,3.634,5.816,84.37,28.200
2023-02-22T01:30,0.724,1.320,3.439,5.043,94.37,28.200
2023-02-22T02:00,0.744,1.120,3.506,6.164,87.37,28.200
2023-02-22T02:30,0.790,1.390,3.646,5.741,90.37,28.150
2023-02-22T03:00,0.856,1.430,3.648,6.340,88.37,28.100
2023-02-22T03:30,0.815,1.460,3.785,4.855,91.37,28.150
2023-02-22T04:00,0.805,1.540,3.696,5.854,85.37,28.100
2023-02-22T04:30,0.845,1.490,3.591,6.134,92.37,28.100
2023-02-22T05:00,0.825,1.490,3.532,6.322,91.37,28.150
2023-02-22T05:30,0.846,1.570,3.643,4.811,92.37,28.150
2023-02-22T06:00,0.830,1.520,3.589,6.140,91.37,28.200
2023-02-22T06:30,0.903,1.740,3.619,3.678,92.37,28.300
2023-02-22T07:00,0.874,1.430,3.576,3.543,150.37,28.300
2023-02-22T07:30,0.846,1.300,3.540,3.660,151.37,28.300
2023-02-22T08:00,0.896,1.480,3.671,3.446,150.37,28.300
2023-02-22T08:30,0.952,1.760,3.625,5.195,150.37,28.250
2023-02-22T09:00,0.852,1.460,3.749,3.480,139.37,28.250
2023-02-22T09:30,0.811,1.260,3.627,3.801,157.37,28.250
2023-02-22T10:00,0.789,1.230,3.798,5.333,84.37,28.250
2023-02-22T10:30,0.802,1.420,3.676,5.958,81.37,28.300
2023-02-22T11:00,0.779,1.250,3.701,4.824,82.37,28.300
2023-02-22T11:30,0.827,1.610,3.639,5.703,81.37,28.300
2023-02-22T12:00,0.871,1.450,3.617,3.297,80.37,28.300
2023-02-22T12:30,0.874,1.370,3.790,4.811,90.37,28.250
2023-02-22T13:00,0.903,1.610,3.600,4.823,80.37,28.250
2023-02-22T13:30,0.919,1.590,3.770,3.948,82.37,28.300
2023-02-22T14:00,0.931,1.630,3.621,4.295,105.37,28.300
2023-02-22T14:30,0.831,1.540,3.707,3.879,95.37,28.300
2023-02-22T15:00,0.904,1.620,3.767,5.447,90.37,28.200
2023-02-22T15:30,0.985,1.960,3.693,4.619,82.37,28.150
2023-02-22T16:00,1.015,1.800,3.772,4.500,77.37,28.150
2023-02-22T16:30,1.007,1.710,3.813,4.603,90.37,28.200
2023-02-22T17:00,1.124,2.040,3.894,4.493,91.37,28.250
2023-02-22T17:30,1.012,1.670,3.782,4.690,87.37,28.250
2023-02-22T18:00,0.942,1.770,3.639,5.097,85.37,28.250
2023-02-22T18:30,0.902,1.690,3.658,5.468,88.37,28.200
2023-02-22T19:00,0.804,1.220,3.660,4.946,84.37,28.200
2023-02-22T19:30,0.801,1.350,3.564,4.047,85.37,28.150
2023-02-22T20:00,0.796,1.290,3.673,5.459,91.37,28.150
2023-02-22T20:30,0.788,1.240,3.587,5.466,92.37,28.150
2023-02-22T21:00,0.745,1.250,3.626,5.451,90.37,28.150
2023-02-22T21:30,0.699,1.210,3.485,3.962,80.37,28.150
2023-02-22T22:00,0.706,1.070,3.608,7.327,92.37,28.150
2023-02-22T22:30,0.678,1.320,3.593,4.201,97.37,28.150
2023-02-22T23:00,0.699,1.170,3.640,4.485,106.37,28.150
2023-02-22T23:30,0.757,1.250,3.569,3.423,87.37,28.150
2023-02-23T00:00,0.719,1.070,3.665,8.161,113.37,28.150
2023-02-23T00:30,0.761,1.340,3.510,5.186,46.37,28.100
2023-02-23T01:00,0.728,1.400,3.520,5.064,144.37,28.100
2023-02-23T01:30,0.753,1.370,3.519,4.700,90.37,28.050
2023-02-23T02:00,0.772,1.230,3.346,3.202,139.37,28.050
2023-02-23T02:30,0.801,1.370,3.466,3.201,136.37,28.050
2023-02-23T03:00,0.725,1.330,3.494,3.159,144.37,28.050
2023-02-23T03:30,0.767,1.550,3.435,4.833,143.37,28.000
2023-02-23T04:00,0.742,1.270,3.316,5.360,90.37,28.000
2023-02-23T04:30,0.766,1.630,3.424,5.066,85.37,28.000
2023-02-23T05:00,0.782,1.530,3.499,4.773,90.37,28.000
2023-02-23T05:30,0.801,1.400,3.530,5.605,143.37,27.950
2023-02-23T06:00,0.783,1.230,3.396,4.854,146.37,28.000
2023-02-23T06:30,0.833,1.530,3.495,3.475,90.37,28.000
2023-02-23T07:00,0.887,1.610,3.520,5.031,88.37,28.000
2023-02-23T07:30,0.973,1.680,3.842,5.936,88.37,28.000
2023-02-23T08:00,1.181,2.030,3.947,5.602,82.37,28.000
2023-02-23T08:30,1.299,2.170,4.090,5.497,90.37,28.000
2023-02-23T09:00,1.217,2.070,4.106,5.419,88.37,28.000
2023-02-23T09:30,1.290,2.370,4.163,6.081,88.37,28.000
2023-02-23T10:00,1.120,2.020,3.935,5.673,88.37,28.050
2023-02-23T10:30,1.183,2.020,4.093,4.294,88.37,28.050
2023-02-23T11:00,1.159,2.130,4.062,5.059,98.37,28.050
2023-02-23T11:30,1.129,2.260,3.998,5.581,94.37,28.050
2023-02-23T12:00,1.075,1.950,4.158,5.050,85.37,28.050
2023-02-23T12:30,1.097,2.000,3.973,5.204,95.37,28.050
2023-02-23T13:00,0.959,1.640,3.906,5.394,91.37,28.100
2023-02-23T13:30,0.938,1.710,3.948,5.209,94.37,28.100
2023-02-23T14:00,0.893,1.740,3.667,4.820,90.37,28.100
2023-02-23T14:30,0.928,1.590,3.868,4.108,104.37,28.050
2023-02-23T15:00,0.877,1.810,3.609,3.888,95.37,28.050
2023-02-23T15:30,0.877,1.470,3.674,5.184,95.37,28.050
2023-02-23T16:00,0.820,1.410,3.608,4.121,92.37,28.050
2023-02-23T16:30,0.853,1.560,3.576,6.557,85.37,28.050
2023-02-23T17:00,0.844,1.550,3.603,4.719,87.37,28.050
2023-02-23T17:30,0.836,1.610,3.670,4.487,94.37,28.050
2023-02-23T18:00,0.841,1.550,3.728,5.633,90.37,28.000
2023-02-23T18:30,0.865,1.440,3.908,5.204,84.37,28.000
2023-02-23T19:00,0.842,1.590,3.710,6.120,91.37,28.000
2023-02-23T19:30,0.912,1.660,3.578,5.052,84.37,28.000
2023-02-23T20:00,0.946,1.740,3.531,4.123,85.37,28.000
2023-02-23T20:30,0.984,1.610,3.779,4.681,94.37,28.000
2023-02-23T21:00,1.055,2.500,3.924,4.912,91.37,28.000
2023-02-23T21:30,1.007,1.700,3.709,4.713,95.37,28.000
2023-02-23T22:00,0.972,1.710,3.673,4.149,87.37,28.000
2023-02-23T22:30,0.923,1.590,3.793,3.670,95.37,28.000
2023-02-23T23:00,0.890,1.680,3.803,5.483,90.37,28.000
2023-02-23T23:30,0.896,1.500,3.788,5.325,98.37,28.000
2023-02-24T00:00,0.972,1.660,3.921,4.916,84.37,28.000
2023-02-24T00:30,0.935,1.530,3.893,5.439,91.37,28.000
2023-02-24T01:00,0.929,1.680,3.835,4.944,84.37,28.000
2023-02-24T01:30,0.866,1.530,3.719,5.360,87.37,27.950
2023-02-24T02:00,0.867,1.550,3.601,4.590,88.37,27.950
2023-02-24T02:30,0.873,1.800,3.562,4.762,92.37,27.950
2023-02-24T03:00,0.970,1.580,3.456,4.935,88.37,27.900
2023-02-24T03:30,1.008,1.600,3.700,3.541,81.37,27.950
2023-02-24T04:00,1.055,1.930,3.750,6.125,84.37,27.900
2023-02-24T04:30,1.131,2.200,3.848,4.745,84.37,27.900
2023-02-24T05:00,1.146,2.160,3.953,5.971,92.37,27.900
2023-02-24T05:30,1.178,1.910,3.944,6.376,90.37,27.900
2023-02-24T06:00,1.088,1.870,3.939,5.929,90.37,27.900
2023-02-24T06:30,1.067,1.830,3.818,6.530,87.37,27.900
2023-02-24T07:00,1.027,1.660,3.755,6.549,92.37,27.900
2023-02-24T07:30,1.023,1.810,3.852,6.663,87.37,27.850
2023-02-24T08:00,1.000,1.730,3.716,5.957,90.37,27.850
2023-02-24T08:30,1.001,1.850,3.736,3.535,84.37,27.850
2023-02-24T09:00,0.977,1.760,3.783,3.673,139.37,27.850
2023-02-24T09:30,1.040,1.730,3.771,3.595,133.37,27.850
2023-02-24T10:00,1.020,1.940,3.817,6.019,85.37,27.850
2023-02-24T10:30,1.005,2.000,3.811,3.346,87.37,27.850
2023-02-24T11:00,1.009,1.680,3.885,5.349,84.37,27.900
2023-02-24T11:30,1.004,1.670,3.772,6.663,91.37,27.950
2023-02-24T12:00,1.001,1.990,3.831,5.717,94.37,27.950
2023-02-24T12:30,1.044,1.650,3.952,6.175,97.37,28.000
2023-02-24T13:00,1.069,1.960,3.780,4.598,84.37,27.950
2023-02-24T13:30,1.095,1.720,3.983,4.333,92.37,27.950
2023-02-24T14:00,1.106,2.030,3.878,5.340,104.37,28.050
2023-02-24T14:30,1.067,1.940,3.672,4.953,109.37,28.050
2023-02-24T15:00,1.089,1.740,3.861,4.833,92.37,28.050
2023-02-24T15:30,1.150,2.000,3.856,4.776,94.37,28.000
2023-02-24T16:00,1.154,1.910,3.859,4.697,97.37,28.000
2023-02-24T16:30,1.190,1.960,3.743,5.184,94.37,28.000
2023-02-24T17:00,1.169,1.940,3.772,4.712,94.37,28.000
2023-02-24T17:30,1.145,2.070,3.861,5.598,99.37,27.950
2023-02-24T18:00,1.258,2.090,3.868,5.347,92.37,27.950
2023-02-24T18:30,1.124,1.930,3.853,4.609,99.37,27.900
2023-02-24T19:00,1.239,2.150,3.958,5.455,99.37,27.900
2023-02-24T19:30,1.268,2.060,4.038,5.387,92.37,27.850
2023-02-24T20:00,1.324,2.560,4.109,4.804,85.37,27.850
2023-02-24T20:30,1.430,2.530,4.282,4.930,105.37,27.900
2023-02-24T21:00,1.430,2.810,3.994,4.828,97.37,27.900
2023-02-24T21:30,1.470,2.470,4.416,5.326,98.37,27.950
2023-02-24T22:00,1.382,2.660,4.265,6.121,94.37,27.950
2023-02-24T22:30,1.462,2.450,4.254,5.367,92.37,27.900
2023-02-24T23:00,1.323,2.350,4.182,6.564,92.37,27.900
2023-02-24T23:30,1.339,2.440,4.343,6.402,102.37,27.950
2023-02-25T00:00,1.215,2.670,4.301,6.378,94.37,27.950
2023-02-25T00:30,1.167,2.290,4.275,6.688,88.37,27.900
2023-02-25T01:00,1.164,2.150,4.310,6.564,91.37,27.950
2023-02-25T01:30,1.143,2.070,4.217,5.819,91.37,27.900
2023-02-25T02:00,1.070,1.800,4.097,5.051,92.37,27.900
2023-02-25T02:30,1.115,2.030,4.047,5.622,94.37,27.900
2023-02-25T03:00,1.074,2.170,4.020,6.549,91.37,27.900
2023-02-25T03:30,1.075,1.790,4.075,6.564,91.37,27.900
2023-02-25T04:00,1.046,1.980,3.942,6.103,88.37,27.900
2023-02-25T04:30,1.034,1.590,3.917,5.824,94.37,27.850
2023-02-25T05:00,1.068,2.040,3.987,6.539,91.37,27.850
2023-02-25T05:30,1.052,1.750,4.010,6.792,88.37,27.850
2023-02-25T06:00,0.985,1.600,3.758,6.145,87.37,27.850
2023-02-25T06:30,1.026,1.740,3.883,6.355,88.37,27.800
2023-02-25T07:00,1.010,1.640,3.968,6.219,94.37,27.800
2023-02-25T07:30,0.987,1.720,3.874,6.553,97.37,27.800
2023-02-25T08:00,0.970,1.690,3.821,4.823,85.37,27.750
2023-02-25T08:30,0.938,1.830,3.768,6.000,91.37,27.800
2023-02-25T09:00,0.910,1.460,3.762,5.965,95.37,27.800
2023-02-25T09:30,0.912,1.380,3.744,5.314,85.37,27.850
2023-02-25T10:00,0.888,1.470,3.845,6.564,78.37,27.850
2023-02-25T10:30,0.924,1.560,3.813,6.525,88.37,27.900
2023-02-25T11:00,0.933,1.670,3.768,5.831,87.37,27.900
2023-02-25T11:30,0.934,1.980,3.672,6.094,88.37,27.900
2023-02-25T12:00,1.083,2.190,4.068,6.556,80.37,27.900
2023-02-25T12:30,1.059,1.770,3.998,6.188,87.37,27.900
2023-02-25T13:00,1.012,1.750,3.960,6.353,88.37,27.950
2023-02-25T13:30,1.050,1.850,3.923,6.341,84.37,28.000
2023-02-25T14:00,1.029,1.850,3.814,5.054,87.37,28.000
2023-02-25T14:30,0.955,1.980,3.845,5.063,92.37,28.000
2023-02-25T15:00,1.018,1.810,3.925,6.182,87.37,28.000
2023-02-25T15:30,1.017,1.950,3.800,5.201,90.37,28.000
2023-02-25T16:00,1.135,1.650,3.882,5.794,90.37,28.000
2023-02-25T16:30,1.101,1.940,3.958,5.645,91.37,28.000
2023-02-25T17:00,1.101,1.930,3.952,5.459,97.37,28.000
2023-02-25T17:30,1.095,1.910,3.836,4.536,91.37,27.950
2023-02-25T18:00,1.077,2.050,3.859,4.668,90.37,27.950
2023-02-25T18:30,1.160,2.080,3.867,5.489,91.37,27.950
2023-02-25T19:00,1.215,2.170,4.115,5.336,88.37,27.950
2023-02-25T19:30,1.208,1.890,4.001,4.916,90.37,27.950
2023-02-25T20:00,1.271,2.690,3.983,5.053,85.37,27.900
2023-02-25T20:30,1.182,2.350,4.023,5.312,85.37,27.900
2023-02-25T21:00,1.299,2.300,4.254,5.496,85.37,27.900
2023-02-25T21:30,1.316,2.250,4.097,5.647,92.37,27.900
2023-02-25T22:00,1.314,2.230,4.138,5.190,91.37,27.900
2023-02-25T22:30,1.294,2.370,4.099,5.459,91.37,27.900
2023-02-25T23:00,1.371,2.200,4.233,5.067,94.37,27.850
2023-02-25T23:30,1.316,2.450,4.189,6.208,94.37,27.850
2023-02-26T00:00,1.291,2.330,4.037,4.823,88.37,27.850
2023-02-26T00:30,1.287,2.070,4.174,5.799,94.37,27.850
2023-02-26T01:00,1.206,2.110,4.053,6.333,95.37,27.850
2023-02-26T01:30,1.179,2.190,4.127,4.808,104.37,27.850
2023-02-26T02:00,1.106,1.690,4.122,6.194,91.37,27.800
2023-02-26T02:30,1.123,1.840,4.310,6.001,92.37,27.800
2023-02-26T03:00,1.102,1.990,4.026,6.310,97.37,27.800
2023-02-26T03:30,1.011,1.770,3.929,5.939,90.37,27.800
2023-02-26T04:00,0.984,1.700,3.749,5.974,91.37,27.800
2023-02-26T04:30,0.951,1.590,3.814,5.059,94.37,27.800
2023-02-26T05:00,0.950,1.460,3.760,5.639,92.37,27.800
2023-02-26T05:30,0.906,1.430,3.785,5.181,94.37,27.800
2023-02-26T06:00,0.924,1.500,3.571,5.494,90.37,27.800
2023-02-26T06:30,0.867,1.890,3.660,5.632,91.37,27.800
2023-02-26T07:00,0.861,1.270,3.698,5.394,87.37,27.750
2023-02-26T07:30,0.871,1.600,3.494,5.961,91.37,27.750
2023-02-26T08:00,0.821,1.540,3.459,4.901,94.37,27.750
2023-02-26T08:30,0.857,1.490,3.581,5.288,81.37,27.800
2023-02-26T09:00,0.811,1.580,3.605,5.343,90.37,27.800
2023-02-26T09:30,0.809,1.280,3.515,5.074,82.37,27.800
2023-02-26T10:00,0.814,1.470,3.634,5.478,92.37,27.800
2023-02-26T10:30,0.813,1.520,3.646,5.343,87.37,27.850
2023-02-26T11:00,0.788,1.720,3.485,5.216,90.37,27.850
2023-02-26T11:30,0.831,1.540,3.591,5.971,81.37,27.900
2023-02-26T12:00,0.858,1.410,3.715,5.201,81.37,27.900
2023-02-26T12:30,0.778,1.380,3.473,4.130,82.37,27.950
2023-02-26T13:00,0.775,1.580,3.518,5.016,88.37,27.950
2023-02-26T13:30,0.808,1.400,3.387,4.660,82.37,27.950
2023-02-26T14:00,0.825,1.300,3.643,3.993,82.37,28.000
2023-02-26T14:30,0.824,1.490,3.582,4.592,87.37,28.000
2023-02-26T15:00,0.912,1.600,3.693,4.508,88.37,28.000
2023-02-26T15:30,0.867,1.380,3.629,4.823,81.37,28.000
2023-02-26T16:00,0.855,1.490,3.529,4.197,88.37,28.000
2023-02-26T16:30,0.832,1.540,3.440,3.973,87.37,28.000
2023-02-26T17:00,0.881,1.580,3.605,4.596,95.37,27.950
2023-02-26T17:30,0.926,1.630,3.731,4.602,95.37,27.900
2023-02-26T18:00,0.917,1.690,3.560,3.666,95.37,27.900
2023-02-26T18:30,0.899,1.660,3.599,4.132,92.37,27.950
2023-02-26T19:00,1.027,1.810,3.642,4.677,90.37,27.950
2023-02-26T19:30,1.041,1.890,3.776,4.305,95.37,27.950
2023-02-26T20:00,1.040,2.060,3.832,5.445,99.37,27.950
2023-02-26T20:30,1.044,2.020,3.685,5.346,92.37,27.950
2023-02-26T21:00,1.064,1.780,3.693,4.912,95.37,28.000
2023-02-26T21:30,1.137,1.820,3.895,5.247,101.37,28.000
2023-02-26T22:00,1.106,2.040,3.833,4.864,91.37,28.000
2023-02-26T22:30,1.172,2.350,3.900,4.606,88.37,27.950
2023-02-26T23:00,1.138,1.830,3.859,5.353,95.37,27.950
2023-02-26T23:30,1.208,2.230,3.982,5.219,92.37,27.900
2023-02-27T00:00,1.118,1.840,3.850,5.307,94.37,27.950
2023-02-27T00:30,1.123,1.770,3.915,5.063,94.37,27.950
2023-02-27T01:00,1.080,1.570,4.042,5.797,95.37,27.950
2023-02-27T01:30,0.985,1.560,4.182,5.719,94.37,27.950
2023-02-27T02:00,0.939,1.800,3.827,5.108,94.37,27.900
2023-02-27T02:30,0.992,1.880,3.930,5.551,95.37,27.900
2023-02-27T03:00,0.950,1.530,3.797,5.686,92.37,27.900
2023-02-27T03:30,1.012,1.960,3.846,4.957,91.37,27.850
2023-02-27T04:00,0.916,1.820,3.850,5.968,92.37,27.900
2023-02-27T04:30,0.918,1.670,3.748,5.670,95.37,27.900
2023-02-27T05:00,0.882,1.440,3.661,5.044,95.37,27.850
2023-02-27T05:30,0.852,1.440,3.735,5.041,92.37,27.850
2023-02-27T06:00,0.868,1.540,3.574,5.810,85.37,27.850
2023-02-27T06:30,0.913,1.590,3.737,5.336,91.37,27.850
2023-02-27T07:00,0.877,1.490,3.696,5.809,94.37,27.850
2023-02-27T07:30,0.896,1.610,3.534,4.595,95.37,27.850
2023-02-27T08:00,0.893,1.550,3.624,5.835,94.37,27.850
2023-02-27T08:30,0.866,1.510,3.664,4.837,88.37,27.850
2023-02-27T09:00,0.797,1.490,3.558,6.146,97.37,27.850
2023-02-27T09:30,0.832,1.490,3.397,5.415,92.37,27.850
2023-02-27T10:00,0.826,1.360,3.493,5.188,97.37,27.850
2023-02-27T10:30,0.902,1.790,3.612,5.197,92.37,27.850
2023-02-27T11:00,0.868,1.650,3.572,4.206,87.37,27.850
2023-02-27T11:30,0.826,1.670,3.552,5.339,91.37,27.900
2023-02-27T12:00,0.820,1.420,3.586,5.084,88.37,27.900
2023-02-27T12:30,0.788,1.300,3.672,4.829,82.37,27.900
2023-02-27T13:00,0.766,1.620,3.518,3.874,84.37,27.950
2023-02-27T13:30,0.757,1.270,3.573,4.598,84.37,27.950
2023-02-27T14:00,0.808,1.360,3.540,4.297,87.37,27.950
2023-02-27T14:30,0.770,1.300,3.541,5.200,80.37,28.000
2023-02-27T15:00,0.803,1.420,3.622,4.597,90.37,28.000
2023-02-27T15:30,0.801,1.380,3.647,5.130,87.37,27.950
2023-02-27T16:00,0.759,1.440,3.474,4.314,87.37,27.950
2023-02-27T16:30,0.802,1.590,3.389,4.121,90.37,27.900
2023-02-27T17:00,0.814,1.590,3.557,3.803,87.37,27.900
2023-02-27T17:30,0.822,1.370,3.573,4.578,78.37,27.900
2023-02-27T18:00,0.874,1.440,3.588,4.724,82.37,27.900
2023-02-27T18:30,0.886,1.490,3.675,5.504,90.37,27.900
2023-02-27T19:00,0.915,1.440,3.801,5.217,87.37,27.950
2023-02-27T19:30,0.964,1.780,3.708,5.477,85.37,27.950
2023-02-27T20:00,0.902,1.590,3.731,5.090,85.37,27.950
2023-02-27T20:30,0.966,1.610,3.852,4.814,90.37,27.900
2023-02-27T21:00,0.938,1.590,3.712,4.922,88.37,27.900
2023-02-27T21:30,0.901,1.630,3.707,5.183,88.37,27.900
2023-02-27T22:00,0.907,1.660,3.638,4.941,94.37,27.950
2023-02-27T22:30,0.899,1.920,3.640,5.511,88.37,27.950
2023-02-27T23:00,0.892,1.450,3.680,5.219,98.37,27.900
2023-02-27T23:30,0.872,1.310,3.526,5.485,92.37,27.950
2023-02-28T00:00,0.908,1.620,3.565,5.184,88.37,27.950
2023-02-28T00:30,0.882,1.410,3.662,5.461,87.37,27.950
2023-02-28T01:00,0.803,1.330,3.554,5.161,85.37,27.950
2023-02-28T01:30,0.832,1.650,3.638,4.906,88.37,27.950
2023-02-28T02:00,0.797,1.440,3.692,5.625,82.37,27.950
2023-02-28T02:30,0.763,1.650,3.574,4.846,88.37,27.950
2023-02-28T03:00,0.734,1.210,3.680,5.490,88.37,27.950
2023-02-28T03:30,0.777,1.290,3.870,5.348,91.37,28.000
2023-02-28T04:00,0.744,1.300,3.660,5.607,97.37,28.000
2023-02-28T04:30,0.730,1.200,3.681,5.345,94.37,28.000
2023-02-28T05:00,0.687,1.100,3.614,6.246,95.37,27.950
2023-02-28T05:30,0.663,1.170,3.680,5.464,78.37,27.950
2023-02-28T06:00,0.655,1.310,3.631,5.324,90.37,27.950
2023-02-28T06:30,0.629,1.300,3.501,5.657,99.37,27.950
2023-02-28T07:00,0.634,1.110,3.520,5.971,84.37,27.950
2023-02-28T07:30,0.640,1.110,3.528,5.673,94.37,27.900
2023-02-28T08:00,0.618,1.330,3.478,5.484,95.37,27.900
2023-02-28T08:30,0.630,1.060,3.457,5.804,97.37,27.850
2023-02-28T09:00,0.591,0.990,3.361,5.951,94.37,27.850
2023-02-28T09:30,0.620,1.130,3.488,5.525,88.37,27.900
2023-02-28T10:00,0.564,0.980,3.332,5.631,87.37,27.900
2023-02-28T10:30,0.586,0.960,3.514,6.174,81.37,27.950
2023-02-28T11:00,0.543,1.080,3.522,5.485,81.37,28.050
2023-02-28T11:30,0.524,0.850,3.700,5.154,85.37,28.100
2023-02-28T12:00,0.515,0.910,3.870,4.603,85.37,28.250
2023-02-28T12:30,0.526,0.890,3.792,5.210,84.37,28.350
2023-02-28T13:00,0.564,1.320,3.576,5.465,87.37,28.400
2023-02-28T13:30,0.592,1.070,3.517,4.939,90.37,28.350
2023-02-28T14:00,0.575,1.020,3.277,4.931,91.37,28.400
2023-02-28T14:30,0.583,0.970,3.356,3.145,87.37,28.400
2023-02-28T15:00,0.586,0.950,3.304,3.744,84.37,28.350
2023-02-28T15:30,0.614,1.160,3.253,4.137,85.37,28.350
2023-02-28T16:00,0.569,1.190,3.252,3.356,85.37,28.350
2023-02-28T16:30,0.579,0.980,3.240,4.102,95.37,28.300
2023-02-28T17:00,0.596,0.940,3.258,3.537,85.37,28.300
2023-02-28T17:30,0.567,1.000,3.206,3.247,91.37,28.300
2023-02-28T18:00,0.555,0.870,3.370,3.472,85.37,28.250
2023-02-28T18:30,0.580,0.950,3.346,3.647,90.37,28.200
2023-02-28T19:00,0.556,0.980,3.342,3.662,87.37,28.200
2023-02-28T19:30,0.568,0.950,3.252,4.215,85.37,28.150
2023-02-28T20:00,0.540,1.160,3.194,3.745,87.37,28.150
2023-02-28T20:30,0.580,1.130,3.191,3.981,84.37,28.100
2023-02-28T21:00,0.590,1.010,3.315,3.906,80.37,28.100
2023-02-28T21:30,0.565,0.920,3.312,3.945,94.37,28.100
2023-02-28T22:00,0.616,1.070,3.395,4.506,90.37,28.050
2023-02-28T22:30,0.629,1.200,3.432,4.335,90.37,28.050
2023-02-28T23:00,0.680,1.090,3.592,4.605,87.37,28.050
2023-02-28T23:30,0.698,1.070,3.562,4.534,90.37,28.000
2023-03-01T00:00,0.779,1.410,3.660,4.694,91.37,28.000
2023-03-01T00:30,0.723,1.280,3.655,4.610,91.37,28.000
2023-03-01T01:00,0.764,1.220,3.667,4.612,92.37,28.000
2023-03-01T01:30,0.695,1.370,3.598,4.825,97.37,28.000
2023-03-01T02:00,0.697,1.220,3.704,4.603,88.37,28.000
2023-03-01T02:30,0.686,1.210,3.666,4.739,97.37,28.000
2023-03-01T03:00,0.699,1.120,3.752,4.869,92.37,28.000
2023-03-01T03:30,0.645,1.380,3.729,5.630,95.37,28.000
2023-03-01T04:00,0.618,0.940,3.748,4.695,91.37,27.950
2023-03-01T04:30,0.581,1.000,3.810,4.700,95.37,27.950
2023-03-01T05:00,0.552,0.980,3.765,5.667,97.37,27.900
2023-03-01T05:30,0.529,0.840,3.897,5.658,101.37,27.900
2023-03-01T06:00,0.512,0.800,3.875,4.722,92.37,27.900
2023-03-01T06:30,0.484,0.760,3.858,5.660,82.37,27.900
2023-03-01T07:00,0.470,0.840,3.881,5.477,85.37,27.900
2023-03-01T07:30,0.437,0.750,3.826,4.211,75.37,27.900
2023-03-01T08:00,0.455,0.860,3.699,4.596,92.37,27.900
2023-03-01T08:30,0.443,0.760,3.429,4.708,81.37,27.900
2023-03-01T09:00,0.398,0.770,3.327,4.446,81.37,27.950
2023-03-01T09:30,0.393,0.660,3.414,4.543,81.37,28.000
2023-03-01T10:00,0.405,0.690,3.407,4.202,61.37,28.100
2023-03-01T10:30,0.376,0.640,3.549,5.483,77.37,28.150
2023-03-01T11:00,0.373,0.710,3.610,4.922,85.37,28.250
2023-03-01T11:30,0.381,0.720,3.896,5.489,85.37,28.300
2023-03-01T12:00,0.352,0.550,4.015,5.369,75.37,28.450
2023-03-01T12:30,0.366,0.820,4.169,5.613,80.37,28.600
2023-03-01T13:00,0.346,0.560,4.319,5.192,74.37,28.650
2023-03-01T13:30,0.370,0.560,4.183,7.251,82.37,28.850
2023-03-01T14:00,0.347,0.570,4.145,4.946,49.37,29.000
2023-03-01T14:30,0.345,0.650,4.114,4.581,40.37,28.850
2023-03-01T15:00,0.346,0.560,4.062,6.339,54.37,29.000
2023-03-01T15:30,0.347,0.540,4.008,4.943,85.37,28.950
2023-03-01T16:00,0.333,0.600,3.755,6.798,42.37,28.900
2023-03-01T16:30,0.373,0.670,3.943,5.370,53.37,28.850
2023-03-01T17:00,0.343,0.570,3.675,5.865,60.37,28.750
2023-03-01T17:30,0.328,0.540,3.675,5.323,50.37,28.700
2023-03-01T18:00,0.337,0.520,3.493,5.796,88.37,28.600
2023-03-01T18:30,0.322,0.560,3.457,6.574,56.37,28.550
2023-03-01T19:00,0.309,0.590,3.608,4.380,95.37,28.450
2023-03-01T19:30,0.318,0.510,3.718,7.569,56.37,28.450
2023-03-01T20:00,0.310,0.540,3.456,5.070,49.37,28.400
2023-03-01T20:30,0.320,0.550,3.484,7.882,68.37,28.350
2023-03-01T21:00,0.303,0.550,3.480,8.471,56.37,28.300
2023-03-01T21:30,0.285,0.500,3.676,8.495,56.37,28.250
2023-03-01T22:00,0.265,0.520,3.527,7.284,59.37,28.200
2023-03-01T22:30,0.274,0.450,3.674,7.913,54.37,28.200
2023-03-01T23:00,0.270,0.430,3.802,7.876,56.37,28.150
2023-03-01T23:30,0.267,0.480,3.642,6.828,59.37,28.150
2023-03-02T00:00,0.251,0.430,3.609,8.000,63.37,28.100
2023-03-02T00:30,0.256,0.480,3.728,7.862,37.37,28.100
2023-03-02T01:00,0.253,0.440,3.632,8.039,47.37,28.100
2023-03-02T01:30,0.259,0.400,3.532,7.273,53.37,28.100
2023-03-02T02:00,0.254,0.460,3.647,7.056,50.37,28.100
2023-03-02T02:30,0.262,0.520,3.661,6.337,54.37,28.150
