Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2023-01-01T00:00,0.839,1.350,3.509,4.514,97.37,28.150
2023-01-01T00:30,0.856,1.720,3.516,4.596,95.37,28.100
2023-01-01T01:00,0.918,1.500,3.565,4.580,97.37,28.100
2023-01-01T01:30,0.848,1.390,3.417,3.602,95.37,28.050
2023-01-01T02:00,0.887,1.450,3.561,4.803,101.37,28.050
2023-01-01T02:30,0.875,1.520,3.489,4.574,106.37,28.050
2023-01-01T03:00,0.978,1.530,3.615,4.187,105.37,28.000
2023-01-01T03:30,0.987,1.830,3.776,4.136,104.37,28.000
2023-01-01T04:00,0.872,1.640,3.598,4.209,104.37,28.000
2023-01-01T04:30,0.959,1.620,3.663,4.215,99.37,28.000
2023-01-01T05:00,0.893,1.590,3.705,4.227,109.37,28.000
2023-01-01T05:30,0.900,1.670,3.682,4.300,102.37,28.000
2023-01-01T06:00,0.901,1.360,3.797,4.029,101.37,28.000
2023-01-01T06:30,0.887,1.610,3.861,4.973,94.37,27.950
2023-01-01T07:00,0.785,1.250,3.837,5.040,98.37,27.950
2023-01-01T07:30,0.684,1.170,3.689,4.580,99.37,27.950
2023-01-01T08:00,0.656,1.160,3.650,5.990,98.37,27.850
2023-01-01T08:30,0.643,1.130,3.715,4.813,90.37,27.800
2023-01-01T09:00,0.663,1.200,3.668,4.941,85.37,27.800
2023-01-01T09:30,0.648,1.250,3.916,5.975,88.37,27.800
2023-01-01T10:00,0.704,1.360,3.809,4.936,91.37,27.750
2023-01-01T10:30,0.657,1.170,3.718,5.203,94.37,27.800
2023-01-01T11:00,0.721,1.280,3.649,4.494,92.37,27.800
2023-01-01T11:30,0.745,1.370,3.676,5.560,97.37,27.850
2023-01-01T12:00,0.727,1.230,3.661,5.514,97.37,27.850
2023-01-01T12:30,0.741,1.370,3.747,5.198,94.37,27.850
2023-01-01T13:00,0.712,1.230,3.657,5.774,91.37,27.850
2023-01-01T13:30,0.665,1.000,3.720,5.800,94.37,27.900
2023-01-01T14:00,0.681,1.170,3.889,4.968,88.37,27.950
2023-01-01T14:30,0.677,1.120,3.841,5.358,91.37,27.950
2023-01-01T15:00,0.740,1.220,3.534,4.948,95.37,27.950
2023-01-01T15:30,0.823,1.350,3.464,3.363,98.37,27.950
2023-01-01T16:00,0.921,1.780,3.633,3.888,95.37,27.950
2023-01-01T16:30,1.061,1.850,3.781,4.701,91.37,27.950
2023-01-01T17:00,1.140,1.930,3.999,4.715,92.37,27.950
2023-01-01T17:30,1.199,2.110,4.021,5.057,88.37,27.950
2023-01-01T18:00,1.303,2.450,4.137,5.313,90.37,27.950
2023-01-01T18:30,1.381,2.070,4.269,5.445,97.37,27.950
2023-01-01T19:00,1.444,2.700,4.207,5.827,97.37,27.950
2023-01-01T19:30,1.544,2.370,4.440,5.853,95.37,27.950
2023-01-01T20:00,1.490,2.660,4.499,6.142,95.37,27.950
2023-01-01T20:30,1.428,2.280,4.375,5.743,94.37,27.900
2023-01-01T21:00,1.451,2.680,4.310,5.611,95.37,27.950
2023-01-01T21:30,1.534,3.140,4.415,6.391,98.37,27.950
2023-01-01T22:00,1.525,2.890,4.396,6.517,97.37,28.000
2023-01-01T22:30,1.611,2.520,4.422,6.542,94.37,28.000
2023-01-01T23:00,1.396,2.270,4.326,6.541,90.37,28.000
2023-01-01T23:30,1.403,2.680,4.380,6.456,95.37,28.000
2023-01-02T00:00,1.405,2.590,4.338,6.701,97.37,28.050
2023-01-02T00:30,1.521,2.860,4.358,6.137,94.37,28.050
2023-01-02T01:00,1.435,2.370,4.243,6.148,94.37,28.050
2023-01-02T01:30,1.267,2.000,4.193,5.677,95.37,28.050
2023-01-02T02:00,1.219,1.960,4.020,6.209,92.37,28.050
2023-01-02T02:30,1.178,1.970,4.163,6.334,92.37,28.050
2023-01-02T03:00,1.196,1.960,4.042,5.496,97.37,28.050
2023-01-02T03:30,1.259,2.270,4.033,5.325,98.37,28.050
2023-01-02T04:00,1.239,2.530,4.194,5.979,90.37,28.000
2023-01-02T04:30,1.152,1.910,4.066,4.416,91.37,28.000
2023-01-02T05:00,1.120,1.990,4.122,6.699,94.37,28.000
2023-01-02T05:30,1.057,1.680,4.071,4.832,99.37,28.000
2023-01-02T06:00,1.050,1.810,4.009,6.360,95.37,27.950
2023-01-02T06:30,0.995,1.650,4.044,5.073,91.37,27.950
2023-01-02T07:00,0.999,1.660,4.024,4.869,94.37,27.950
2023-01-02T07:30,1.048,2.050,3.819,5.064,98.37,27.950
2023-01-02T08:00,1.067,1.870,3.893,5.245,92.37,27.950
2023-01-02T08:30,1.047,1.840,3.804,5.224,92.37,27.950
2023-01-02T09:00,1.100,1.830,4.046,5.137,95.37,27.950
2023-01-02T09:30,1.111,1.830,4.042,4.492,94.37,28.000
2023-01-02T10:00,1.103,2.500,4.033,4.299,92.37,28.000
2023-01-02T10:30,1.074,1.720,4.023,6.015,90.37,28.000
2023-01-02T11:00,1.070,1.710,4.210,6.549,98.37,28.000
2023-01-02T11:30,1.072,1.780,4.013,6.302,95.37,28.050
2023-01-02T12:00,0.993,1.760,4.052,5.633,99.37,28.050
2023-01-02T12:30,1.020,1.680,3.920,4.707,95.37,28.050
2023-01-02T13:00,1.026,2.280,3.847,5.050,94.37,28.100
2023-01-02T13:30,1.056,1.720,3.942,5.957,92.37,28.100
2023-01-02T14:00,1.111,1.700,3.857,4.230,99.37,28.100
2023-01-02T14:30,1.088,2.020,4.007,4.656,99.37,28.100
2023-01-02T15:00,1.123,1.980,4.007,5.986,95.37,28.100
2023-01-02T15:30,1.117,1.840,4.043,6.131,92.37,28.100
2023-01-02T16:00,1.154,1.960,4.082,4.840,97.37,28.100
2023-01-02T16:30,1.129,1.840,4.002,4.835,92.37,28.100
2023-01-02T17:00,1.127,2.380,4.073,5.784,91.37,28.150
2023-01-02T17:30,1.143,1.960,4.068,5.198,91.37,28.100
2023-01-02T18:00,1.134,2.160,4.064,4.720,91.37,28.100
2023-01-02T18:30,1.088,1.650,3.948,4.933,92.37,28.100
2023-01-02T19:00,1.133,1.980,4.015,4.219,91.37,28.100
2023-01-02T19:30,1.151,1.940,3.974,5.258,97.37,28.100
2023-01-02T20:00,1.180,1.770,4.007,5.211,94.37,28.100
2023-01-02T20:30,1.211,1.940,4.170,5.209,94.37,28.100
2023-01-02T21:00,1.180,2.080,4.181,5.553,95.37,28.100
2023-01-02T21:30,1.226,1.960,4.173,5.918,97.37,28.050
2023-01-02T22:00,1.230,2.150,4.240,5.627,91.37,28.050
2023-01-02T22:30,1.171,1.820,4.126,4.389,94.37,28.050
2023-01-02T23:00,1.099,1.740,4.065,5.980,92.37,28.050
2023-01-02T23:30,1.106,2.110,4.066,5.612,94.37,28.050
2023-01-03T00:00,1.093,2.300,4.071,5.970,95.37,28.050
2023-01-03T00:30,1.138,2.200,3.991,5.804,97.37,28.050
2023-01-03T01:00,1.058,1.770,3.953,5.787,95.37,28.050
2023-01-03T01:30,0.992,1.790,3.942,5.335,92.37,28.000
2023-01-03T02:00,0.950,1.870,4.098,5.635,91.37,28.000
2023-01-03T02:30,0.918,1.450,3.869,5.788,88.37,28.000
2023-01-03T03:00,0.941,1.520,3.952,5.640,90.37,28.000
2023-01-03T03:30,0.943,1.610,3.918,5.517,90.37,28.000
2023-01-03T04:00,0.824,1.430,3.825,5.531,90.37,28.000
2023-01-03T04:30,0.846,1.680,3.902,5.481,98.37,28.000
2023-01-03T05:00,0.801,1.410,3.843,5.306,85.37,28.000
2023-01-03T05:30,0.741,1.130,3.767,5.787,84.37,28.000
2023-01-03T06:00,0.770,1.280,3.979,4.389,91.37,28.000
2023-01-03T06:30,0.737,1.370,3.905,4.948,91.37,28.050
2023-01-03T07:00,0.684,1.170,3.901,4.617,88.37,28.050
2023-01-03T07:30,0.645,1.220,3.875,5.971,94.37,28.050
2023-01-03T08:00,0.628,1.200,3.890,5.038,87.37,28.050
2023-01-03T08:30,0.585,0.960,3.929,5.199,85.37,28.050
2023-01-03T09:00,0.567,0.910,4.037,4.599,94.37,28.100
2023-01-03T09:30,0.556,1.050,3.763,4.531,78.37,28.100
2023-01-03T10:00,0.491,0.790,3.682,4.863,81.37,28.100
2023-01-03T10:30,0.500,0.890,3.776,4.398,81.37,28.100
2023-01-03T11:00,0.470,0.770,3.791,5.327,84.37,28.200
2023-01-03T11:30,0.463,0.820,3.911,5.341,82.37,28.250
2023-01-03T12:00,0.471,0.900,3.950,4.232,84.37,28.400
2023-01-03T12:30,0.443,0.740,3.773,4.309,84.37,28.500
2023-01-03T13:00,0.438,0.730,3.717,5.054,73.37,28.550
2023-01-03T13:30,0.441,0.730,3.705,3.876,82.37,28.600
2023-01-03T14:00,0.473,0.780,3.782,3.962,46.37,28.650
2023-01-03T14:30,0.451,0.760,3.731,7.308,35.37,28.800
2023-01-03T15:00,0.480,0.750,4.030,7.059,39.37,28.850
2023-01-03T15:30,0.447,0.800,3.827,6.770,46.37,28.900
2023-01-03T16:00,0.457,0.840,3.912,7.132,45.37,28.900
2023-01-03T16:30,0.432,0.890,3.992,7.032,33.37,28.750
2023-01-03T17:00,0.427,0.730,3.889,5.632,33.37,28.750
2023-01-03T17:30,0.439,0.780,4.143,5.995,54.37,28.750
2023-01-03T18:00,0.408,0.740,3.990,5.207,49.37,28.700
2023-01-03T18:30,0.405,0.720,3.983,6.149,49.37,28.650
2023-01-03T19:00,0.389,0.620,3.879,5.306,49.37,28.600
2023-01-03T19:30,0.359,0.650,3.748,4.589,60.37,28.650
2023-01-03T20:00,0.360,0.620,3.760,6.722,74.37,28.550
2023-01-03T20:30,0.362,0.620,3.619,4.713,57.37,28.500
2023-01-03T21:00,0.340,0.630,3.507,4.494,67.37,28.450
2023-01-03T21:30,0.350,0.560,3.662,13.571,63.37,28.400
2023-01-03T22:00,0.342,0.660,3.680,6.391,46.37,28.350
2023-01-03T22:30,0.347,0.620,3.680,7.869,59.37,28.350
2023-01-03T23:00,0.340,0.620,3.761,5.631,67.37,28.300
2023-01-03T23:30,0.336,0.580,3.654,2.649,52.37,28.300
2023-01-04T00:00,0.326,0.580,3.634,6.812,43.37,28.350
2023-01-04T00:30,0.334,0.540,3.854,7.251,40.37,28.300
2023-01-04T01:00,0.347,0.550,3.585,6.759,52.37,28.250
2023-01-04T01:30,0.357,0.620,3.477,5.196,46.37,28.250
2023-01-04T02:00,0.351,0.590,3.511,6.615,40.37,28.250
2023-01-04T02:30,0.359,0.750,3.483,3.192,39.37,28.250
2023-01-04T03:00,0.360,0.580,3.534,3.256,74.37,28.200
2023-01-04T03:30,0.338,0.630,3.409,3.165,56.37,28.200
2023-01-04T04:00,0.335,0.580,3.368,7.262,71.37,28.250
2023-01-04T04:30,0.336,0.520,3.441,6.364,73.37,28.250
2023-01-04T05:00,0.332,0.600,3.338,6.310,45.37,28.200
2023-01-04T05:30,0.338,0.590,3.294,3.100,73.37,28.200
2023-01-04T06:00,0.344,0.620,3.245,5.649,45.37,28.150
2023-01-04T06:30,0.335,0.620,3.378,3.958,52.37,28.150
2023-01-04T07:00,0.346,0.590,3.435,12.182,45.37,28.200
2023-01-04T07:30,0.318,0.530,3.544,6.593,33.37,28.200
2023-01-04T08:00,0.311,0.520,3.711,13.749,52.37,28.250
2023-01-04T08:30,0.305,0.530,3.717,14.498,54.37,28.300
2023-01-04T09:00,0.294,0.480,3.632,5.323,50.37,28.400
2023-01-04T09:30,0.295,0.460,3.670,14.651,60.37,28.450
2023-01-04T10:00,0.287,0.500,3.883,14.750,54.37,28.600
2023-01-04T10:30,0.279,0.500,3.982,14.679,45.37,28.850
2023-01-04T11:00,0.277,0.500,4.120,12.078,40.37,29.200
2023-01-04T11:30,0.281,0.480,4.442,12.222,61.37,29.300
2023-01-04T12:00,0.270,0.500,4.284,13.744,43.37,29.500
2023-01-04T12:30,0.255,0.400,4.255,14.574,52.37,29.800
2023-01-04T13:00,0.240,0.430,4.092,13.884,45.37,29.800
2023-01-04T13:30,0.242,0.390,4.201,13.894,42.37,30.150
2023-01-04T14:00,0.241,0.370,4.240,13.705,40.37,30.150
2023-01-04T14:30,0.231,0.430,4.363,11.510,49.37,30.600
2023-01-04T15:00,0.237,0.440,4.406,13.807,46.37,30.550
2023-01-04T15:30,0.245,0.410,4.502,5.222,40.37,30.500
2023-01-04T16:00,0.238,0.480,4.132,5.488,36.37,30.350
2023-01-04T16:30,0.227,0.330,3.831,13.686,40.37,30.050
2023-01-04T17:00,0.240,0.410,3.376,5.358,47.37,30.050
2023-01-04T17:30,0.262,0.440,3.017,13.094,46.37,29.850
2023-01-04T18:00,0.291,0.560,2.888,2.179,53.37,29.700
2023-01-04T18:30,0.323,0.520,2.776,2.507,37.37,29.600
2023-01-04T19:00,0.358,0.630,2.948,2.639,43.37,29.400
2023-01-04T19:30,0.342,0.580,2.885,2.838,42.37,29.350
2023-01-04T20:00,0.369,0.770,2.980,2.821,43.37,29.200
2023-01-04T20:30,0.378,0.620,3.015,2.965,43.37,29.150
2023-01-04T21:00,0.420,0.790,3.022,3.087,37.37,28.950
2023-01-04T21:30,0.417,0.740,3.144,3.412,46.37,28.900
2023-01-04T22:00,0.446,0.790,3.066,3.345,43.37,28.850
2023-01-04T22:30,0.458,0.920,3.093,3.478,46.37,28.700
2023-01-04T23:00,0.497,0.810,3.219,3.659,46.37,28.700
2023-01-04T23:30,0.507,0.840,3.180,3.600,42.37,28.650
2023-01-05T00:00,0.523,0.900,3.280,3.626,39.37,28.650
2023-01-05T00:30,0.479,0.950,3.270,3.960,43.37,28.650
2023-01-05T01:00,0.495,0.820,3.300,3.887,50.37,28.700
2023-01-05T01:30,0.467,0.810,3.228,3.666,49.37,28.700
2023-01-05T02:00,0.526,0.890,3.368,3.749,45.37,28.700
2023-01-05T02:30,0.513,0.790,3.272,3.743,45.37,28.700
2023-01-05T03:00,0.482,0.770,3.244,3.798,37.37,28.650
2023-01-05T03:30,0.506,0.990,3.239,3.803,49.37,28.600
2023-01-05T04:00,0.501,0.870,3.237,3.667,49.37,28.600
2023-01-05T04:30,0.493,0.960,3.285,3.309,45.37,28.550
2023-01-05T05:00,0.459,0.750,3.261,3.443,32.37,28.500
2023-01-05T05:30,0.467,0.880,3.278,3.784,33.37,28.400
2023-01-05T06:00,0.486,0.800,3.279,3.614,40.37,28.250
2023-01-05T06:30,0.446,0.830,3.332,3.420,39.37,28.150
2023-01-05T07:00,0.444,0.790,3.330,3.535,18.37,28.150
2023-01-05T07:30,0.420,0.880,3.338,3.533,21.37,28.150
2023-01-05T08:00,0.375,0.710,3.377,3.494,8.37,28.200
2023-01-05T08:30,0.376,0.710,3.445,3.597,18.37,28.250
2023-01-05T09:00,0.342,0.640,3.358,3.289,25.37,28.600
2023-01-05T09:30,0.362,0.700,3.556,3.727,37.37,28.900
2023-01-05T10:00,0.333,0.530,3.476,4.146,42.37,29.250
2023-01-05T10:30,0.335,0.600,3.628,4.059,52.37,29.250
2023-01-05T11:00,0.349,0.560,3.608,4.037,54.37,29.250
2023-01-05T11:30,0.326,0.520,3.611,4.306,37.37,29.350
2023-01-05T12:00,0.303,0.520,3.619,4.039,40.37,30.200
2023-01-05T12:30,0.291,0.510,3.648,4.065,56.37,30.450
2023-01-05T13:00,0.288,0.490,3.654,4.043,53.37,30.450
2023-01-05T13:30,0.271,0.420,3.647,12.850,39.37,31.000
2023-01-05T14:00,0.281,0.570,3.734,12.815,36.37,30.750
2023-01-05T14:30,0.268,0.480,3.683,12.783,45.37,30.150
2023-01-05T15:00,0.274,0.450,3.742,12.666,43.37,30.450
2023-01-05T15:30,0.272,0.470,3.590,12.207,46.37,29.800
2023-01-05T16:00,0.291,0.520,3.708,12.904,37.37,29.650
2023-01-05T16:30,0.282,0.460,3.251,12.726,39.37,29.450
2023-01-05T17:00,0.281,0.470,3.169,11.535,35.37,29.300
2023-01-05T17:30,0.303,0.560,2.983,3.884,33.37,29.250
2023-01-05T18:00,0.303,0.480,2.980,12.755,33.37,29.150
2023-01-05T18:30,0.335,0.560,2.766,2.476,46.37,29.050
2023-01-05T19:00,0.357,0.630,2.891,2.646,12.37,28.850
2023-01-05T19:30,0.369,0.630,2.921,3.138,8.37,28.750
2023-01-05T20:00,0.397,0.760,2.833,3.041,22.37,28.750
2023-01-05T20:30,0.462,0.790,3.025,3.253,7.37,28.600
2023-01-05T21:00,0.541,0.970,2.867,3.197,98.37,28.650
2023-01-05T21:30,0.614,1.250,2.993,3.417,63.37,28.550
2023-01-05T22:00,0.684,1.110,3.213,3.620,142.37,28.350
2023-01-05T22:30,0.711,1.330,3.196,3.799,160.37,28.300
2023-01-05T23:00,1.114,2.020,3.676,3.929,150.37,28.200
2023-01-05T23:30,1.374,2.300,4.075,4.726,140.37,28.150
2023-01-06T00:00,1.295,2.250,3.989,4.771,133.37,28.150
2023-01-06T00:30,1.385,2.430,3.985,4.381,122.37,28.150
2023-01-06T01:00,1.383,2.180,4.199,4.491,109.37,28.100
2023-01-06T01:30,1.542,2.390,4.234,4.623,133.37,28.100
2023-01-06T02:00,1.569,2.600,4.219,4.281,147.37,28.100
2023-01-06T02:30,1.544,2.820,4.351,7.231,125.37,28.050
2023-01-06T03:00,1.618,2.830,4.532,7.243,99.37,28.050
2023-01-06T03:30,1.702,2.890,4.353,6.793,95.37,28.000
2023-01-06T04:00,1.674,2.870,4.486,7.247,95.37,28.000
2023-01-06T04:30,1.637,2.910,4.574,7.294,95.37,27.950
2023-01-06T05:00,1.647,2.790,4.558,7.142,94.37,27.950
2023-01-06T05:30,1.603,2.880,4.626,7.251,98.37,27.950
2023-01-06T06:00,1.659,3.180,4.528,6.942,99.37,27.900
2023-01-06T06:30,1.618,2.590,4.563,7.574,94.37,27.850
2023-01-06T07:00,1.707,3.240,4.565,7.100,94.37,27.900
2023-01-06T07:30,1.661,2.800,4.558,7.230,94.37,27.900
2023-01-06T08:00,1.693,3.000,4.934,7.777,97.37,27.850
2023-01-06T08:30,1.623,2.650,4.711,7.282,95.37,27.850
2023-01-06T09:00,1.425,2.590,4.425,7.824,94.37,27.850
2023-01-06T09:30,1.399,2.280,4.507,8.082,92.37,27.850
2023-01-06T10:00,1.433,2.190,4.486,7.849,92.37,27.900
2023-01-06T10:30,1.294,2.080,4.399,7.882,92.37,27.900
2023-01-06T11:00,1.289,2.850,4.649,8.067,95.37,27.900
2023-01-06T11:30,1.318,1.900,4.527,7.830,92.37,27.900
2023-01-06T12:00,1.133,2.040,4.177,7.895,92.37,27.950
2023-01-06T12:30,1.091,1.600,4.267,7.565,85.37,27.950
2023-01-06T13:00,1.185,1.920,4.577,7.819,87.37,27.950
2023-01-06T13:30,1.186,1.880,4.268,7.463,95.37,27.950
2023-01-06T14:00,1.267,2.320,4.656,7.284,95.37,28.000
2023-01-06T14:30,1.185,1.950,4.422,7.349,94.37,28.000
2023-01-06T15:00,1.131,2.190,4.426,7.055,88.37,28.000
2023-01-06T15:30,1.092,1.890,4.515,7.274,91.37,28.000
2023-01-06T16:00,1.064,1.750,4.518,7.393,92.37,28.050
2023-01-06T16:30,1.045,1.570,4.389,7.284,94.37,28.050
2023-01-06T17:00,1.098,1.680,4.486,7.328,94.37,28.000
2023-01-06T17:30,1.058,2.080,4.539,7.431,97.37,28.000
2023-01-06T18:00,0.960,1.470,4.604,7.515,91.37,28.000
2023-01-06T18:30,0.928,1.770,4.540,7.426,92.37,28.000
2023-01-06T19:00,0.947,1.460,4.765,7.276,94.37,28.000
2023-01-06T19:30,0.907,1.540,4.829,7.235,98.37,28.000
2023-01-06T20:00,0.902,1.440,4.708,7.540,97.37,28.000
2023-01-06T20:30,0.884,1.410,4.158,7.281,91.37,28.000
2023-01-06T21:00,0.910,1.550,4.212,7.102,92.37,28.000
2023-01-06T21:30,0.894,1.460,4.025,7.282,91.37,28.000
2023-01-06T22:00,0.877,1.410,4.166,7.188,95.37,28.000
2023-01-06T22:30,0.917,1.490,4.041,7.280,97.37,28.000
2023-01-06T23:00,0.842,1.410,3.981,7.202,95.37,27.950
2023-01-06T23:30,0.814,1.470,4.063,6.552,95.37,28.000
2023-01-07T00:00,0.787,1.450,4.020,7.261,91.37,28.000
2023-01-07T00:30,0.829,1.250,4.239,6.587,94.37,28.000
2023-01-07T01:00,0.772,1.280,3.967,6.836,95.37,27.950
2023-01-07T01:30,0.753,1.320,4.133,7.008,87.37,27.950
2023-01-07T02:00,0.726,1.270,4.146,7.277,90.37,27.950
2023-01-07T02:30,0.708,1.060,4.018,7.335,84.37,27.900
2023-01-07T03:00,0.709,1.260,4.002,7.217,92.37,27.900
2023-01-07T03:30,0.747,1.410,3.986,7.053,92.37,27.900
2023-01-07T04:00,0.735,1.300,4.328,7.446,92.37,27.900
2023-01-07T04:30,0.660,1.230,4.086,6.371,92.37,27.900
2023-01-07T05:00,0.657,1.100,4.277,7.046,88.37,27.950
2023-01-07T05:30,0.656,1.140,4.207,7.543,90.37,27.950
2023-01-07T06:00,0.663,1.190,4.529,6.810,90.37,27.950
2023-01-07T06:30,0.606,0.960,4.296,6.822,87.37,27.950
2023-01-07T07:00,0.633,1.080,4.466,6.937,94.37,27.950
2023-01-07T07:30,0.605,1.130,4.596,7.561,94.37,27.900
2023-01-07T08:00,0.610,1.000,4.681,7.576,91.37,27.900
2023-01-07T08:30,0.622,0.980,4.694,7.542,94.37,27.900
2023-01-07T09:00,0.609,1.220,4.797,7.458,87.37,27.950
2023-01-07T09:30,0.559,1.140,4.797,7.172,92.37,28.000
2023-01-07T10:00,0.572,0.930,4.923,7.603,91.37,28.000
2023-01-07T10:30,0.594,1.110,4.737,7.840,91.37,28.100
2023-01-07T11:00,0.523,0.990,4.862,7.282,94.37,28.200
2023-01-07T11:30,0.480,0.810,4.889,7.793,88.37,28.300
2023-01-07T12:00,0.489,0.890,4.874,7.753,85.37,28.400
2023-01-07T12:30,0.538,0.980,5.124,7.505,92.37,28.500
2023-01-07T13:00,0.511,0.850,4.816,7.279,84.37,28.500
2023-01-07T13:30,0.509,1.050,4.918,7.289,85.37,28.550
2023-01-07T14:00,0.446,0.790,4.544,7.214,57.37,28.550
2023-01-07T14:30,0.461,0.870,4.146,7.105,87.37,28.550
2023-01-07T15:00,0.449,0.770,3.880,6.867,82.37,28.550
2023-01-07T15:30,0.491,0.770,4.078,7.182,87.37,28.550
2023-01-07T16:00,0.484,0.740,3.915,6.803,26.37,28.550
2023-01-07T16:30,0.479,0.880,3.766,8.862,18.37,28.600
2023-01-07T17:00,0.470,0.790,3.644,10.134,78.37,28.500
2023-01-07T17:30,0.468,0.810,3.722,9.722,18.37,28.500
2023-01-07T18:00,0.474,0.960,3.569,9.743,28.37,28.400
2023-01-07T18:30,0.486,0.880,3.461,9.820,19.37,28.350
2023-01-07T19:00,0.484,0.890,3.467,9.835,15.37,28.350
2023-01-07T19:30,0.499,0.830,3.432,9.458,30.37,28.300
2023-01-07T20:00,0.508,0.920,3.538,9.307,23.37,28.300
2023-01-07T20:30,0.515,0.850,3.572,9.749,21.37,28.300
2023-01-07T21:00,0.575,1.050,3.610,8.676,8.37,28.300
2023-01-07T21:30,0.577,1.020,3.623,8.223,18.37,28.300
2023-01-07T22:00,0.625,1.110,3.583,3.436,18.37,28.250
2023-01-07T22:30,0.659,1.010,3.605,3.675,95.37,28.250
2023-01-07T23:00,0.682,1.370,3.554,3.844,97.37,28.250
2023-01-07T23:30,0.651,1.280,3.522,3.685,80.37,28.200
2023-01-08T00:00,0.719,1.320,3.651,4.273,85.37,28.200
2023-01-08T00:30,0.735,1.240,3.641,4.121,87.37,28.200
2023-01-08T01:00,0.715,1.370,3.597,4.267,92.37,28.200
2023-01-08T01:30,0.711,1.260,3.793,4.112,98.37,28.200
2023-01-08T02:00,0.735,1.370,3.723,4.379,88.37,28.200
2023-01-08T02:30,0.660,1.170,3.625,5.077,87.37,28.200
2023-01-08T03:00,0.677,1.120,3.825,4.725,81.37,28.150
2023-01-08T03:30,0.664,1.360,3.750,4.818,81.37,28.200
2023-01-08T04:00,0.645,1.270,3.662,4.061,85.37,28.200
2023-01-08T04:30,0.617,0.960,3.697,4.611,91.37,28.200
2023-01-08T05:00,0.619,1.210,3.609,4.489,73.37,28.200
2023-01-08T05:30,0.598,1.080,3.646,4.512,80.37,28.200
2023-01-08T06:00,0.558,0.940,3.480,4.192,81.37,28.200
2023-01-08T06:30,0.575,0.980,3.538,4.132,82.37,28.200
2023-01-08T07:00,0.548,1.000,3.454,4.557,75.37,28.150
2023-01-08T07:30,0.547,0.920,3.560,3.476,80.37,28.150
2023-01-08T08:00,0.535,0.780,3.463,4.675,67.37,28.200
2023-01-08T08:30,0.528,0.930,3.355,4.118,88.37,28.150
2023-01-08T09:00,0.521,0.880,3.280,4.227,84.37,28.200
2023-01-08T09:30,0.517,0.930,3.424,4.206,87.37,28.250
2023-01-08T10:00,0.521,0.980,3.389,3.816,77.37,28.350
2023-01-08T10:30,0.503,0.850,3.322,3.973,88.37,28.400
2023-01-08T11:00,0.492,0.850,3.276,3.360,77.37,28.500
2023-01-08T11:30,0.458,0.800,3.362,3.558,80.37,28.450
2023-01-08T12:00,0.450,1.020,3.422,3.725,90.37,28.450
2023-01-08T12:30,0.452,0.820,3.236,3.974,77.37,28.500
2023-01-08T13:00,0.485,0.770,3.366,3.419,77.37,28.500
2023-01-08T13:30,0.472,0.900,3.261,3.256,91.37,28.550
2023-01-08T14:00,0.499,0.830,3.111,3.587,94.37,28.550
2023-01-08T14:30,0.563,0.800,3.168,2.875,88.37,28.550
2023-01-08T15:00,0.547,1.140,3.133,3.798,92.37,28.550
2023-01-08T15:30,0.567,1.020,3.114,3.003,108.37,28.550
2023-01-08T16:00,0.585,1.000,3.194,3.271,108.37,28.550
2023-01-08T16:30,0.601,1.190,3.270,3.354,98.37,28.550
2023-01-08T17:00,0.567,0.940,3.236,3.816,101.37,28.550
2023-01-08T17:30,0.555,0.990,3.329,4.042,97.37,28.500
2023-01-08T18:00,0.552,1.000,3.227,3.467,95.37,28.500
2023-01-08T18:30,0.593,0.940,3.309,3.798,94.37,28.450
2023-01-08T19:00,0.647,1.070,3.384,3.565,94.37,28.500
2023-01-08T19:30,0.615,1.140,3.406,4.598,94.37,28.450
2023-01-08T20:00,0.585,1.190,3.355,4.295,91.37,28.400
2023-01-08T20:30,0.629,1.150,3.266,4.115,81.37,28.350
2023-01-08T21:00,0.624,1.000,3.310,4.309,85.37,28.350
2023-01-08T21:30,0.635,1.180,3.425,4.213,88.37,28.350
2023-01-08T22:00,0.661,1.210,3.339,3.874,90.37,28.350
2023-01-08T22:30,0.679,1.190,3.465,4.396,91.37,28.300
2023-01-08T23:00,0.776,1.390,3.437,4.495,90.37,28.300
2023-01-08T23:30,0.719,1.230,3.503,4.569,91.37,28.300
2023-01-09T00:00,0.750,1.140,3.655,4.403,87.37,28.350
2023-01-09T00:30,0.716,1.170,3.536,4.595,88.37,28.300
2023-01-09T01:00,0.758,1.180,3.715,4.589,84.37,28.300
2023-01-09T01:30,0.740,1.200,3.737,4.823,85.37,28.300
2023-01-09T02:00,0.695,1.380,3.693,4.561,91.37,28.300
2023-01-09T02:30,0.694,1.170,3.788,4.731,81.37,28.350
2023-01-09T03:00,0.666,1.260,3.765,4.566,87.37,28.300
2023-01-09T03:30,0.639,0.960,3.768,4.482,85.37,28.300
2023-01-09T04:00,0.576,1.090,3.581,4.599,81.37,28.300
2023-01-09T04:30,0.577,1.340,3.564,4.376,82.37,28.300
2023-01-09T05:00,0.572,0.920,3.645,4.596,84.37,28.300
2023-01-09T05:30,0.534,0.930,3.574,4.449,80.37,28.300
2023-01-09T06:00,0.516,1.010,3.442,4.294,85.37,28.300
2023-01-09T06:30,0.561,1.130,3.648,4.594,80.37,28.300
